scaled_sentiment,created_utc
-0.00011627343003903473,2022-06-01 00:03:59+00:00
0.10014200601110369,2022-06-01 02:00:57+00:00
0.0004779518493036714,2022-06-01 02:05:32+00:00
0.018961009577410814,2022-06-01 02:49:33+00:00
-0.005436123439452613,2022-06-01 03:08:19+00:00
-0.01333171183705868,2022-06-01 03:56:07+00:00
-0.01699758438115976,2022-06-01 05:27:25+00:00
0.0005656615550885236,2022-06-01 05:40:08+00:00
0.0006747863369384854,2022-06-01 05:56:20+00:00
-0.046127597747741125,2022-06-01 06:23:18+00:00
-0.00048413306917623287,2022-06-01 08:00:01+00:00
-0.00014376618441106363,2022-06-01 09:23:49+00:00
-0.0022082631842458016,2022-06-01 10:54:43+00:00
0.004995613313649399,2022-06-01 12:11:16+00:00
0.0,2022-06-01 12:25:36+00:00
-0.0067019846669530295,2022-06-01 13:03:09+00:00
-0.0003630278890165312,2022-06-01 13:07:00+00:00
0.0019161344803389037,2022-06-01 13:17:43+00:00
0.00012485758198601944,2022-06-01 13:21:47+00:00
0.0007017120138036636,2022-06-01 13:54:23+00:00
0.00041885976579618005,2022-06-01 14:37:05+00:00
0.0002679600124360499,2022-06-01 15:12:59+00:00
0.0004196585571647046,2022-06-01 15:35:44+00:00
0.000745521665856599,2022-06-01 16:00:09+00:00
0.0009074431779127312,2022-06-01 16:13:59+00:00
0.0006395749583242324,2022-06-01 16:16:01+00:00
0.00031637922917162876,2022-06-01 16:29:48+00:00
0.0004305955713360298,2022-06-01 16:58:38+00:00
3.784366842239685e-05,2022-06-01 17:08:38+00:00
0.0023894980669658928,2022-06-01 17:12:30+00:00
0.00015849193105063017,2022-06-01 17:16:57+00:00
0.001384658849553958,2022-06-01 17:21:33+00:00
2.1126948139842115e-05,2022-06-01 17:47:39+00:00
0.007305995641117196,2022-06-01 18:01:34+00:00
-0.021212515092076438,2022-06-01 18:32:13+00:00
9.7129692766413e-05,2022-06-01 18:56:33+00:00
0.0,2022-06-01 19:39:00+00:00
0.037068857230840205,2022-06-01 20:07:27+00:00
0.00010532940189460945,2022-06-01 20:27:10+00:00
0.00011095961700149102,2022-06-01 20:29:58+00:00
-0.0007697878058560022,2022-06-01 21:12:30+00:00
0.0023062008887879443,2022-06-01 21:32:48+00:00
-0.014405078967952666,2022-06-01 22:25:09+00:00
2.5239917644886666e-05,2022-06-01 22:52:47+00:00
0.00045927526357230703,2022-06-01 23:00:48+00:00
